11:02:11,929,317,,,,
11:02:12,929,317,,,,
11:02:13,929,317,,,,
11:02:14,929,317,,,,
11:02:15,929,317,,,,
11:02:16,929,317,,,,
11:02:17,925,317,,,,
11:02:18,939,317,,,,
11:02:19,939,317,,,,
11:02:20,955,317,,,,
11:02:21,955,317,,,,
11:02:22,955,317,,,,
11:02:23,955,317,,,,
11:02:24,937,317,,,,
11:02:25,937,317,,,,
11:02:26,937,317,,,,
11:02:27,937,317,,,,
11:02:28,937,305,,,,
11:02:29,937,305,,,,
11:02:30,937,299,,,,
11:02:31,937,299,,,,
11:02:32,937,299,,,,
11:02:33,937,299,,,,
11:02:34,933,299,,,,
11:02:35,933,299,,,,
11:02:36,933,299,,,,
11:02:37,933,289,,,,
11:02:38,949,289,,,,
11:02:39,949,289,,,,
11:02:40,949,289,,,,
11:02:41,949,295,,,,
11:02:42,949,295,,,,
11:02:43,931,295,,,,
11:02:44,931,295,,,,
11:02:45,931,295,,,,
11:02:46,931,295,,,,
11:02:47,949,295,,,,
11:02:48,949,295,,,,
11:02:49,937,295,,,,
11:02:50,927,295,,,,
11:02:51,927,295,,,,
11:02:52,927,295,,,,
11:02:53,927,295,,,,
11:02:54,927,295,,,,
11:02:55,927,295,,,,
11:02:56,931,295,,,,
11:02:57,931,295,,,,
11:02:58,941,295,,,,
11:02:59,941,295,,,,
11:03:00,947,295,,,,
11:03:01,947,295,,,,
11:03:02,947,257,,,,
11:03:03,947,257,,,,
11:03:04,947,257,,,,
11:03:05,947,257,,,,
11:03:06,973,257,,,,
11:03:07,973,257,,,,
11:03:08,1043,257,,,,
11:03:09,1043,257,,,,
11:03:10,1043,257,,,,
11:03:11,1043,257,,,,
11:03:12,1043,257,,,,
11:03:13,1043,257,,,,
11:03:14,1107,287,,,,
11:03:15,1107,301,,,,
11:03:16,1181,345,,,,
11:03:17,1281,461,,,,
11:03:18,1127,461,,,,
11:03:19,871,1211,,,,
11:03:20,237,88,,,,
11:03:21,237,88,,600,,200
11:03:22,32,20,,,,
11:03:23,32,20,,,,
11:03:24,32,20,,,,
11:03:25,32,10,,,,
11:03:26,32,10,,,,
11:03:27,32,10,,,,
11:03:28,32,10,,,,
11:03:29,32,10,,,,
11:03:30,32,10,,,,
11:03:31,32,10,,,,
11:03:32,32,10,,,,
11:03:33,32,10,,,,
11:03:34,32,10,,,,
11:03:35,32,10,,,,
11:03:36,32,10,,,,
11:03:37,32,10,,,,
11:03:38,32,10,,,,
11:03:39,32,10,,,,
11:03:40,32,10,,,,
11:03:41,32,10,,,,
11:03:42,32,10,,,,
11:03:43,32,10,,,,
11:03:44,32,10,,,,
11:03:45,32,10,,,,
11:03:46,32,10,,,,
11:03:47,32,10,,,,
11:03:48,2,10,,,,
11:03:49,2,10,,,,
11:03:50,2,10,,,,
11:03:51,2,10,,,,
11:03:52,2,10,,,,
11:03:53,2,10,,,,
11:03:54,2,10,,,,
11:03:55,2,10,,,,
11:03:56,2,10,,,,
11:03:57,2,10,,,,
11:03:58,2,10,,,,
11:03:59,2,10,,,,
11:04:00,2,10,,,,
11:04:01,32,10,,,,
11:04:02,16,10,,,,
11:04:03,16,10,,,,
11:04:04,66,92,,,,
11:04:05,133,167,,,,
11:04:06,74,103,800,600,,
11:04:07,54,64,800,600,,
11:04:08,54,64,,,,
11:04:09,54,64,,,,
11:04:10,54,64,,,,
11:04:11,54,64,,,,
11:04:12,54,64,,,,
11:04:13,54,64,,,,
11:04:14,54,64,,,,
11:04:15,54,64,,,,
11:04:16,54,64,,,,
11:04:17,54,64,,,,
11:04:18,54,64,,,,
11:04:19,54,64,,,,
11:04:20,54,64,,,,
11:04:21,54,64,,,,
11:04:22,54,14,,,,
11:04:23,54,14,,,,
11:04:24,54,14,,,,
11:04:25,54,14,,,,
11:04:26,54,14,,,,
11:04:27,54,14,,,,
11:04:28,54,14,,,,
11:04:29,54,14,,,,
11:04:30,54,14,,,,
11:04:31,54,14,,,,
11:04:32,54,14,,,,
11:04:33,54,14,,,,
11:04:34,54,14,,,,
11:04:35,54,14,,,,
11:04:36,54,14,,,,
11:04:37,54,14,,,,
11:04:38,54,14,,,,
11:04:39,54,14,,,,
11:04:40,54,14,,,,
11:04:41,54,14,,,,
11:04:42,54,14,,,,
11:04:43,54,14,,,,
11:04:44,54,14,,,,
11:04:45,54,14,,,,
11:04:46,54,14,,,,
11:04:47,54,14,,,,
11:04:48,54,14,,,,
11:04:49,54,14,,,,
11:04:50,54,14,,,,
11:04:51,54,14,,,,
11:04:52,54,14,,,,
11:04:53,54,14,,,,
11:04:54,54,14,,,,
11:04:55,54,14,,,,
11:04:56,54,14,,,,
11:04:57,54,14,,,,
11:04:58,10,14,,,,
11:04:59,10,14,,,,
11:05:00,24,14,,,,
11:05:01,24,14,,,,
11:05:02,24,14,,,,
11:05:03,24,14,,,,
11:05:04,24,14,,,,
11:05:05,24,14,,,,
11:05:06,24,14,,,,
11:05:07,24,14,,,,
11:05:08,78,68,,,,
11:05:09,78,68,,,,
11:05:10,581,659,800,,,
11:05:11,671,2165,,,,
11:05:12,671,1277,,,,
11:05:13,651,1277,,,,
11:05:14,651,1277,,,,
11:05:15,651,1277,,,,
11:05:16,651,1277,,,,
11:05:17,635,1277,,,,
11:05:18,635,1277,,,,
11:05:19,635,1277,,,,
11:05:20,633,1277,,,,
11:05:21,633,927,,,,
11:05:22,633,927,,,,
11:05:23,635,927,,,,
11:05:24,635,927,,,,
11:05:25,635,927,,,,
11:05:26,635,927,,,,
11:05:27,635,927,,,,
11:05:28,635,927,,,,
11:05:29,633,927,,,,
11:05:30,633,927,,,,
11:05:31,633,919,,,,
11:05:32,633,919,,,,
11:05:33,633,919,,,,
11:05:34,633,919,,,,
11:05:35,633,919,,,,
11:05:36,633,919,,,,
11:05:37,649,919,,,,
11:05:38,649,909,,,,
11:05:39,649,909,,,,
11:05:40,651,909,,,,
11:05:41,651,927,,,,
11:05:42,651,927,,,,
11:05:43,651,927,,,,
11:05:44,651,927,,,,
11:05:45,651,927,,,,
11:05:46,651,927,,,,
11:05:47,651,927,,,,
11:05:48,651,927,,,,
11:05:49,651,927,,,,
11:05:50,651,927,,,,
11:05:51,651,927,,,,
11:05:52,651,927,,,,
11:05:53,641,927,,,,
11:05:54,641,927,,,,
11:05:55,633,927,,,,
11:05:56,633,927,,,,
11:05:57,639,927,,,,
11:05:58,639,927,,,,
11:05:59,639,927,,,,
11:06:00,639,927,,,,
11:06:01,577,865,,,,
11:06:02,505,619,,,,
11:06:03,505,619,,,,
11:06:04,419,473,,,,
11:06:05,233,895,,,,
11:06:06,233,297,,,,200
11:06:07,62,78,,600,,
11:06:08,62,78,,,,
11:06:09,62,78,,,,
11:06:10,62,78,,,,
11:06:11,62,78,,,,
11:06:12,62,78,,,,
11:06:13,62,78,,,,
11:06:14,62,78,,,,
11:06:15,62,78,,,,
11:06:16,62,78,,,,
11:06:17,62,78,,,,
11:06:18,62,8,,,,
11:06:19,62,8,,,,
11:06:20,62,8,,,,
11:06:21,62,8,,,,
11:06:22,62,8,,,,
11:06:23,62,8,,,,
11:06:24,62,8,,,,
11:06:25,62,8,,,,
11:06:26,62,8,,,,
11:06:27,62,8,,,,
11:06:28,62,8,,,,
11:06:29,62,8,,,,
11:06:30,62,8,,,,
11:06:31,62,8,,,,
11:06:32,62,8,,,,
11:06:33,62,8,,,,
11:06:34,62,8,,,,
11:06:35,62,8,,,,
11:06:36,62,8,,,,
11:06:37,62,8,,,,
11:06:38,62,8,,,,
11:06:39,62,8,,,,
11:06:40,62,8,,,,
11:06:41,62,8,,,,
11:06:42,62,8,,,,
11:06:43,62,8,,,,
11:06:44,62,8,,,,
11:06:45,62,8,,,,
11:06:46,62,8,,,,
11:06:47,62,8,,,,
11:06:48,62,8,,,,
11:06:49,62,8,,,,
11:06:50,62,8,,,,
11:06:51,62,8,,,,
11:06:52,62,8,,,,
11:06:53,62,8,,,,
11:06:54,62,8,,,,
11:06:55,10,8,,,,
11:06:56,10,8,,,,
11:06:57,10,8,,,,
11:06:58,10,8,,,,
11:06:59,10,8,,,,
11:07:00,10,12,,,,
11:07:01,10,12,,,,
11:07:02,10,12,,,,
11:07:03,10,12,,,,
11:07:04,10,12,,,,
11:07:05,10,12,,,,
11:07:06,10,12,,,,
11:07:07,10,12,,,,
11:07:08,10,12,,,,
11:07:09,10,12,,,,
11:07:10,10,12,,,,
11:07:11,10,12,,,,
11:07:12,10,12,,,,
11:07:13,10,12,,,,
11:07:14,10,12,,,,
11:07:15,10,12,,,,
11:07:16,10,12,,,,
11:07:17,10,12,,,,
11:07:18,10,12,,,,
11:07:19,10,12,,,,
11:07:20,10,12,,,,
11:07:21,10,12,,,,
11:07:22,10,12,,,,
11:07:23,10,12,,,,
11:07:24,10,12,,,,
11:07:25,10,12,,,,
11:07:26,10,12,,,,
11:07:27,10,12,,,,
11:07:28,10,12,,,,
11:07:29,10,12,,,,
11:07:30,10,12,,,,
11:07:31,10,12,,,,
11:07:32,10,12,,,,
11:07:33,10,12,,,,
11:07:34,10,12,,,,
11:07:35,10,12,,,,
11:07:36,10,12,,,,
11:07:37,10,12,,,,
11:07:38,10,12,,,,
11:07:39,10,12,,,,
11:07:40,10,12,,,,
11:07:41,10,12,,,,
11:07:42,10,12,,,,
11:07:43,10,12,,,,
11:07:44,10,12,,,,
11:07:45,10,12,,,,
11:07:46,10,12,,,,
11:07:47,10,12,,,,
11:07:48,10,12,,,,
11:07:49,10,12,,,,
11:07:50,10,12,,,,
11:07:51,10,12,,,,
11:07:52,10,12,,,,
11:07:53,12,12,,,,
11:07:54,12,12,,,,
11:07:55,12,12,,,,
11:07:56,12,12,,,,
11:07:57,12,12,,,,
11:07:58,12,12,,,,
11:07:59,12,12,,,,
11:08:00,12,12,,,,
11:08:01,12,12,,,,
11:08:02,12,12,,,,
11:08:03,12,12,,,,
11:08:04,12,12,,,,
11:08:05,12,12,,,,
11:08:06,12,12,,,,
11:08:07,12,12,,,,
11:08:08,12,12,,,,
11:08:09,12,12,,,,
11:08:10,12,12,,,,
11:08:11,12,12,,,,
11:08:12,12,12,,,,
11:08:13,12,12,,,,
11:08:14,12,12,,,,
11:08:15,12,12,,,,
11:08:16,12,8,,,,
11:08:17,12,8,,,,
11:08:18,12,8,,,,
11:08:19,201,175,,,,
11:08:20,183,409,800,,,
11:08:21,231,409,,,,
11:08:22,279,515,,,,
11:08:23,271,535,,,,
11:08:24,271,535,,,,
11:08:25,297,535,,,,
11:08:26,297,555,,,,
11:08:27,297,551,,,,
11:08:28,293,547,,,,
11:08:29,257,547,,,,
11:08:30,257,547,,,,
11:08:31,277,571,,,,
11:08:32,277,571,,,,
11:08:33,277,547,,,,
11:08:34,277,569,,,,
11:08:35,277,551,,,,
11:08:36,267,537,,,,
11:08:37,267,549,,,,
11:08:38,267,549,,,,
11:08:39,267,549,,,,
11:08:40,267,549,,,,
11:08:41,267,545,,,,
11:08:42,267,545,,,,
11:08:43,267,545,,,,
11:08:44,289,541,,,,
11:08:45,261,541,,,,
11:08:46,261,537,,,,
11:08:47,267,555,,,,
11:08:48,267,555,,,,
11:08:49,267,537,,,,
11:08:50,267,559,,,,
11:08:51,269,539,,,,
11:08:52,267,551,,,,
11:08:53,267,551,,,,
11:08:54,267,551,,,,
11:08:55,261,547,,,,
11:08:56,269,557,,,,
11:08:57,269,557,,,,
11:08:58,269,557,,,,
11:08:59,267,557,,,,
11:09:00,279,557,,,,
11:09:01,289,541,,,,
11:09:02,289,567,,,,
11:09:03,287,567,,,,
11:09:04,259,533,,,,
11:09:05,259,427,,,,
11:09:06,259,427,,,,
11:09:07,403,529,,,,
11:09:08,84,529,,,,
11:09:09,52,38,,600,,
11:09:10,179,159,,,,200
11:09:11,269,357,800,,,
11:09:12,343,517,,,,
11:09:13,351,531,,,,
11:09:14,351,521,,,,
11:09:15,351,521,,,,
11:09:16,363,521,,,,
11:09:17,345,521,,,,
11:09:18,345,521,,,,
11:09:19,345,521,,,,
11:09:20,361,549,,,,
11:09:21,361,549,,,,
11:09:22,361,549,,,,
11:09:23,361,549,,,,
11:09:24,361,549,,,,
11:09:25,361,549,,,,
11:09:26,361,549,,,,
11:09:27,361,549,,,,
11:09:28,361,543,,,,
11:09:29,361,543,,,,
11:09:30,361,543,,,,
11:09:31,361,543,,,,
11:09:32,361,543,,,,
11:09:33,361,551,,,,
11:09:34,361,551,,,,
11:09:35,361,557,,,,
11:09:36,361,551,,,,
11:09:37,361,551,,,,
11:09:38,361,545,,,,
11:09:39,363,545,,,,
11:09:40,363,545,,,,
11:09:41,363,545,,,,
11:09:42,363,545,,,,
11:09:43,363,545,,,,
11:09:44,363,571,,,,
11:09:45,363,571,,,,
11:09:46,363,565,,,,
11:09:47,363,565,,,,
11:09:48,377,565,,,,
11:09:49,377,565,,,,
11:09:50,369,565,,,,
11:09:51,369,565,,,,
11:09:52,369,565,,,,
11:09:53,375,565,,,,
11:09:54,375,565,,,,
11:09:55,375,551,,,,
11:09:56,375,573,,,,
11:09:57,375,573,,,,
11:09:58,375,551,,,,
11:09:59,375,551,,,,
11:10:00,375,551,,,,
11:10:01,375,551,,,,
11:10:02,375,551,,,,
11:10:03,375,551,,,,
11:10:04,375,551,,,,
11:10:05,375,551,,,,
11:10:06,375,575,,,,
11:10:07,375,567,,,,
11:10:08,375,567,,,,
11:10:09,375,555,,,,
11:10:10,375,555,,,,
11:10:11,375,555,,,,
11:10:12,375,555,,,,
11:10:13,375,547,,,,
11:10:14,375,539,,,,
11:10:15,375,539,,,,
11:10:16,375,539,,,,
11:10:17,375,549,,,,
11:10:18,375,549,,,,
11:10:19,375,559,,,,
11:10:20,375,547,,,,
11:10:21,375,547,,,,
11:10:22,375,563,,,,
11:10:23,375,553,,,,
11:10:24,375,553,,,,
11:10:25,375,553,,,,
11:10:26,375,553,,,,
11:10:27,375,553,,,,
11:10:28,375,567,,,,
11:10:29,351,567,,,,
11:10:30,351,567,,,,
11:10:31,383,575,,,,
11:10:32,383,575,,,,
11:10:33,357,443,,,,
11:10:34,507,375,,,,
11:10:35,95,97,,,,
11:10:36,235,97,,600,,200
11:10:37,867,1135,800,,,
11:10:38,963,1419,,,,
11:10:39,963,1419,,,,
11:10:40,963,1419,,,,
11:10:41,963,1419,,,,
11:10:42,963,1419,,,,
11:10:43,963,1419,,,,
11:10:44,963,1419,,,,
11:10:45,957,1419,,,,
11:10:46,957,1419,,,,
11:10:47,957,1419,,,,
11:10:48,957,1419,,,,
11:10:49,957,1419,,,,
11:10:50,957,1419,,,,
11:10:51,957,1419,,,,
11:10:52,957,1419,,,,
11:10:53,957,1425,,,,
11:10:54,957,1425,,,,
11:10:55,957,1425,,,,
11:10:56,957,1425,,,,
11:10:57,957,1425,,,,
11:10:58,957,1425,,,,
11:10:59,697,1307,,,,
11:11:00,821,637,,,,
11:11:01,111,271,,,,
11:11:02,56,24,,600,,200
11:11:03,56,24,,,,
11:11:04,56,24,,,,
11:11:05,56,24,,,,
11:11:06,56,16,,,,
11:11:07,56,16,,,,
11:11:08,56,16,,,,
11:11:09,56,16,,,,
11:11:10,56,16,,,,
11:11:11,56,16,,,,
11:11:12,56,16,,,,
11:11:13,56,16,,,,
11:11:14,56,16,,,,
11:11:15,56,16,,,,
11:11:16,120,126,,,,
11:11:17,279,405,800,,,
11:11:18,401,835,,,,
11:11:19,735,469,,,,
11:11:20,779,469,,,,
11:11:21,779,503,,,,
11:11:22,905,503,,,,
11:11:23,931,473,,,,
11:11:24,931,473,,,,
11:11:25,931,473,,,,
11:11:26,883,435,,,,
11:11:27,883,435,,,,
11:11:28,869,435,,,,
11:11:29,867,435,,,,
11:11:30,867,435,,,,
11:11:31,867,435,,,,
11:11:32,907,479,,,,
11:11:33,907,479,,,,
11:11:34,907,479,,,,
11:11:35,907,479,,,,
11:11:36,907,479,,,,
11:11:37,907,469,,,,
11:11:38,907,469,,,,
11:11:39,907,469,,,,
11:11:40,907,469,,,,
11:11:41,939,469,,,,
11:11:42,921,469,,,,
11:11:43,921,469,,,,
11:11:44,913,445,,,,
11:11:45,913,449,,,,
11:11:46,913,449,,,,
11:11:47,873,449,,,,
11:11:48,873,449,,,,
11:11:49,515,249,,,,
11:11:50,443,809,,,,
11:11:51,443,899,,,,
11:11:52,323,225,,,,
11:11:53,111,84,,600,,200
11:11:54,86,64,,,,
11:11:55,86,64,,,,
11:11:56,86,64,,,,
11:11:57,153,120,800,,,
11:11:58,691,999,,,,
11:11:59,637,657,,,,
11:12:00,627,657,,,,
11:12:01,627,647,,,,
11:12:02,625,667,,,,
11:12:03,625,657,,,,
11:12:04,625,639,,,,
11:12:05,611,639,,,,
11:12:06,631,639,,,,
11:12:07,631,643,,,,
11:12:08,663,643,,,,
11:12:09,663,643,,,,
11:12:10,663,643,,,,
11:12:11,663,643,,,,
11:12:12,663,643,,,,
11:12:13,661,643,,,,
11:12:14,661,643,,,,
11:12:15,663,643,,,,
11:12:16,657,657,,,,
11:12:17,657,657,,,,
11:12:18,1233,1069,,,,
11:12:19,1361,1763,,,,
11:12:20,351,739,,,,
11:12:21,72,52,,,,200
11:12:22,20,40,,600,,
11:12:23,20,40,,,,
11:12:24,20,40,,,,
11:12:25,20,40,,,,
11:12:26,20,40,,,,
11:12:27,20,40,,,,
11:12:28,20,40,,,,
11:12:29,20,40,,,,
11:12:30,20,40,,,,
11:12:31,20,40,,,,
11:12:32,20,40,,,,
11:12:33,20,40,,,,
11:12:34,20,2,,,,
11:12:35,20,2,,,,
11:12:36,20,2,,,,
11:12:37,20,2,,,,
11:12:38,10,2,,,,
11:12:39,10,2,,,,
11:12:40,10,2,,,,
11:12:41,10,2,,,,
11:12:42,10,2,,,,
11:12:43,10,2,,,,
11:12:44,10,2,,,,
11:12:45,10,2,,,,
11:12:46,10,2,,,,
11:12:47,10,2,,,,
11:12:48,10,2,,,,
11:12:49,10,2,,,,
11:12:50,10,2,,,,
11:12:51,10,2,,,,
11:12:52,10,2,,,,
11:12:53,10,2,,,,
11:12:54,10,2,,,,
11:12:55,10,2,,,,
11:12:56,10,2,,,,
11:12:57,10,2,,,,
11:12:58,10,2,,,,
11:12:59,10,2,,,,
11:13:00,10,2,,,,
11:13:01,10,8,,,,
11:13:02,10,8,,,,
11:13:03,10,8,,,,
11:13:04,10,8,,,,
11:13:05,10,8,,,,
11:13:06,10,8,,,,
11:13:07,10,8,,,,
11:13:08,10,8,,,,
11:13:09,10,8,,,,
11:13:10,10,8,,,,
11:13:11,10,8,,,,
11:13:12,10,8,,,,
11:13:13,10,8,,,,
11:13:14,10,8,,,,
11:13:15,10,8,,,,
11:13:16,10,8,,,,
11:13:17,10,34,,,,
11:13:18,10,34,,,,
11:13:19,10,34,,,,
11:13:20,10,34,,,,
11:13:21,10,34,,,,
11:13:22,10,34,,,,
11:13:23,10,34,,,,
11:13:24,10,34,,,,
11:13:25,10,34,,,,
11:13:26,10,34,,,,
11:13:27,10,34,,,,
11:13:28,10,34,,,,
11:13:29,10,34,,,,
11:13:30,10,34,,,,
11:13:31,10,34,,,,
11:13:32,10,34,,,,
11:13:33,10,34,,,,
11:13:34,10,34,,,,
11:13:35,10,34,,,,
11:13:36,6,34,,,,
11:13:37,6,34,,,,
11:13:38,6,34,,,,
11:13:39,6,34,,,,
11:13:40,6,34,,,,
11:13:41,6,34,,,,
11:13:42,6,34,,,,
11:13:43,6,34,,,,
11:13:44,6,34,,,,
11:13:45,6,34,,,,
11:13:46,6,34,,,,
11:13:47,6,34,,,,
11:13:48,6,34,,,,
11:13:49,6,34,,,,
11:13:50,6,34,,,,
11:13:51,6,34,,,,
11:13:52,6,34,,,,
11:13:53,6,34,,,,
11:13:54,6,34,,,,
11:13:55,6,34,,,,
11:13:56,6,34,,,,
11:13:57,6,34,,,,
11:13:58,6,34,,,,
11:13:59,6,16,,,,
11:14:00,6,16,,,,
11:14:01,6,16,,,,
11:14:02,6,16,,,,
11:14:03,137,133,800,,,
11:14:04,425,699,,,,
11:14:05,377,489,,,,
11:14:06,377,489,,,,
11:14:07,377,489,,,,
11:14:08,377,489,,,,
11:14:09,377,489,,,,
11:14:10,377,489,,,,
11:14:11,377,475,,,,
11:14:12,377,475,,,,
11:14:13,377,475,,,,
11:14:14,371,475,,,,
11:14:15,371,475,,,,
11:14:16,371,475,,,,
11:14:17,371,475,,,,
11:14:18,371,475,,,,
11:14:19,371,475,,,,
11:14:20,371,475,,,,
11:14:21,371,471,,,,
11:14:22,371,471,,,,
11:14:23,371,471,,,,
11:14:24,371,337,,,,
11:14:25,293,187,,,,
11:14:26,529,529,,,,
11:14:27,137,605,,,,
11:14:28,8,24,,600,,200
11:14:29,8,24,,,,
11:14:30,8,24,,,,
11:14:31,8,24,,,,
11:14:32,721,491,800,,,
11:14:33,721,491,,,,
11:14:34,709,859,,,,
11:14:35,749,859,,,,
11:14:36,749,859,,,,
11:14:37,743,859,,,,
11:14:38,743,859,,,,
11:14:39,743,859,,,,
11:14:40,743,859,,,,
11:14:41,743,859,,,,
11:14:42,743,859,,,,
11:14:43,757,859,,,,
11:14:44,757,859,,,,
11:14:45,757,873,,,,
11:14:46,757,873,,,,
11:14:47,757,873,,,,
11:14:48,757,873,,,,
11:14:49,757,873,,,,
11:14:50,757,873,,,,
11:14:51,757,873,,,,
11:14:52,757,893,,,,
11:14:53,745,893,,,,
11:14:54,745,893,,,,
11:14:55,745,893,,,,
11:14:56,745,873,,,,
11:14:57,745,873,,,,
11:14:58,745,873,,,,
11:14:59,745,873,,,,
11:15:00,745,873,,,,
11:15:01,751,897,,,,
11:15:02,659,497,,,,
11:15:03,483,531,,,,
11:15:04,201,545,,,,
11:15:05,38,56,,600,,
11:15:06,38,56,,,,200
11:15:07,38,56,,,,
11:15:08,38,56,,,,
11:15:09,38,56,,,,
11:15:10,38,56,,,,
11:15:11,38,56,,,,
11:15:12,38,56,,,,
11:15:13,38,56,,,,
11:15:14,38,56,,,,
11:15:15,38,56,,,,
11:15:16,38,56,,,,
11:15:17,38,56,,,,
11:15:18,38,56,,,,
11:15:19,38,56,,,,
11:15:20,38,56,,,,
11:15:21,26,56,,,,
11:15:22,26,56,,,,
11:15:23,26,56,,,,
11:15:24,26,56,,,,
11:15:25,26,56,,,,
11:15:26,26,56,,,,
11:15:27,26,56,,,,
11:15:28,26,56,,,,
11:15:29,26,56,,,,
11:15:30,26,56,,,,
11:15:31,10,56,,,,
11:15:32,10,56,,,,
11:15:33,10,56,,,,
11:15:34,10,56,,,,
11:15:35,10,56,,,,
11:15:36,10,56,,,,
11:15:37,10,56,,,,
11:15:38,10,56,,,,
11:15:39,10,56,,,,
11:15:40,10,56,,,,
11:15:41,10,56,,,,
11:15:42,10,56,,,,
11:15:43,10,56,,,,
11:15:44,10,56,,,,
11:15:45,10,56,,,,
11:15:46,10,56,,,,
11:15:47,10,56,,,,
11:15:48,10,56,,,,
11:15:49,10,56,,,,
11:15:50,10,56,,,,
11:15:51,10,56,,,,
11:15:52,10,56,,,,
11:15:53,10,56,,,,
11:15:54,10,6,,,,
11:15:55,10,6,,,,
11:15:56,10,6,,,,
11:15:57,10,6,,,,
11:15:58,10,6,,,,
11:15:59,10,6,,,,
11:16:00,10,6,,,,
11:16:01,10,6,,,,
11:16:02,10,6,,,,
11:16:03,10,6,,,,
11:16:04,10,6,,,,
11:16:05,10,6,,,,
11:16:06,10,6,,,,
11:16:07,10,6,,,,
11:16:08,10,6,,,,
11:16:09,10,6,,,,
11:16:10,10,6,,,,
11:16:11,10,6,,,,
11:16:12,10,6,,,,
11:16:13,10,6,,,,
11:16:14,10,24,,,,
11:16:15,10,4,,,,
11:16:16,10,4,,,,
11:16:17,10,4,,,,
11:16:18,10,4,,,,
11:16:19,10,4,,,,
11:16:20,10,4,,,,
11:16:21,10,4,,,,
11:16:22,10,4,,,,
11:16:23,10,4,,,,
11:16:24,10,4,,,,
11:16:25,10,4,,,,
11:16:26,10,4,,,,
11:16:27,10,4,,,,
11:16:28,10,4,,,,
11:16:29,10,4,,,,
11:16:30,10,4,,,,
11:16:31,10,4,,,,
11:16:32,10,4,,,,
11:16:33,10,4,,,,
11:16:34,10,4,,,,
11:16:35,10,4,,,,
11:16:36,10,4,,,,
11:16:37,10,4,,,,
11:16:38,10,4,,,,
11:16:39,10,4,,,,
11:16:40,10,4,,,,
11:16:41,10,4,,,,
11:16:42,10,4,,,,
11:16:43,10,4,,,,
11:16:44,10,4,,,,
11:16:45,10,4,,,,
11:16:46,10,4,,,,
11:16:47,10,4,,,,
11:16:48,10,4,,,,
11:16:49,10,4,,,,
